아황산가스(SO2),일산화탄소(CO),오존(O3),이산화질소(NO2),초미세먼지(PM25),월,시간대
0.0032,0.72,0.0049,0.0479,26.0,1,11
0.0033,0.88,0.0062,0.0543999999999999,24.0,1,12
0.0032,0.82,0.0077,0.0526,31.0,1,13
0.0037,0.7,0.0109,0.0518,26.0,1,14
0.0034,0.5,0.0247,0.0348,34.0,1,15
0.0035,0.49,0.0295,0.0318,29.0,1,16
0.0035,0.56,0.0177,0.0476,29.0,1,17
0.0027,0.63,0.016,0.0455,32.0,1,18
0.0024,0.58,0.0175,0.0395,35.0,1,19
0.0024,0.69,0.0151,0.0381,31.0,1,20
0.0022,0.64,0.0171,0.0355,34.0,1,21
0.0022,0.74,0.0077999999999999,0.0457,29.0,1,22
0.0027,0.91,0.0031,0.0553,37.0,1,23
0.0029,1.02,0.0014999999999999,0.0581,36.0,1,0
0.0023,1.13,0.0014999999999999,0.0556999999999999,37.0,1,1
0.0026,1.16,0.0014999999999999,0.0539,33.0,1,2
0.0023,1.03,0.0018,0.0508,34.0,1,3
0.0026,1.1,0.0017,0.0534,33.0,1,4
0.0029,1.15,0.0016,0.0545,37.0,1,5
0.0027,1.05,0.0014999999999999,0.0555,34.0,1,6
0.0027999999999999,0.96,0.0016,0.0602,32.0,1,7
0.0032,1.01,0.0017,0.0608,31.0,1,8
0.0031,1.3,0.0027,0.0586999999999999,41.0,1,9
0.0029,1.06,0.0044,0.0575,46.0,1,10
0.0031,1.02,0.0066,0.0561,52.0,1,11
0.0035,0.96,0.0114,0.053,46.0,1,12
0.0042,0.87,0.0174,0.0484,50.0,1,13
0.0044,0.65,0.0322,0.029,40.0,1,14
0.004,0.62,0.0361,0.0273,48.0,1,15
0.004,0.64,0.0339,0.0325,41.0,1,16
0.0034,0.59,0.0301,0.0346,41.0,1,17
0.0027999999999999,0.61,0.027,0.0345,33.0,1,18
0.0031,0.63,0.0265,0.0363,32.0,1,19
0.0027,0.74,0.0284,0.0311,35.0,1,20
0.0029,0.88,0.0249,0.0349,42.0,1,21
0.0025,0.74,0.0266,0.0317,35.0,1,22
0.003,0.9,0.0212,0.0379,37.0,1,23
0.0024,0.7,0.0153,0.042,34.0,1,0
0.003,0.81,0.0082,0.0484,39.0,1,1
0.0023,0.74,0.0181,0.0312,30.0,1,2
0.0023,0.67,0.0217,0.0242,35.0,1,3
0.0027,0.69,0.023,0.0223,32.0,1,4
0.0024,0.7,0.0229,0.0231,34.0,1,5
0.0027999999999999,0.69,0.0093,0.0383,32.0,1,6
0.0025,0.83,0.0037,0.048,33.0,1,7
0.0025,0.91,0.0017,0.0546999999999999,25.0,1,8
0.0034,0.95,0.0024,0.0515,35.0,1,9
0.0027999999999999,0.73,0.0073,0.0469,33.0,1,10
0.0027,0.86,0.0111,0.0447,32.0,1,11
0.0029,0.47,0.0282999999999999,0.0261,20.0,1,12
0.0025,0.44,0.0299,0.0251,14.0,1,13
0.0027,0.43,0.0333,0.0207,14.0,1,14
0.0027999999999999,0.45,0.0314,0.0243,15.0,1,15
0.0026,0.44,0.0328,0.0262,13.0,1,16
0.0027,0.41,0.0281999999999999,0.0297,10.0,1,17
0.0021,0.48,0.0268,0.0301,16.0,1,18
0.0021,0.52,0.0269,0.0291,19.0,1,19
0.0023,0.48,0.0281,0.0281999999999999,15.0,1,20
0.0022,0.51,0.0241,0.0316,20.0,1,21
0.0021,0.71,0.02,0.0365,23.0,1,22
0.0025,0.53,0.0197,0.0356,25.0,1,23
0.0023,0.65,0.0087,0.0468,22.0,1,0
0.0021,0.75,0.0038,0.0495,24.0,1,1
0.0023,0.72,0.0035,0.0486,22.0,1,2
0.0024,0.75,0.004,0.0474,26.0,1,3
0.0024,0.76,0.0025,0.0493,23.0,1,4
0.0026,0.87,0.0014999999999999,0.0548,28.0,1,5
0.0027,0.76,0.0019,0.0504,24.0,1,6
0.0029,0.82,0.0014999999999999,0.0563999999999999,28.0,1,7
0.0027999999999999,1.14,0.0014,0.0542,27.0,1,8
0.0032,1.18,0.0021,0.0598,33.0,1,9
0.003,0.97,0.0032,0.0551,34.0,1,10
0.0029,0.87,0.0063,0.048,43.0,1,11
0.0031,0.78,0.0065,0.0536,43.0,1,12
0.0031,0.78,0.0097,0.0529,48.0,1,13
0.0033,0.67,0.0253,0.0352,31.0,1,14
0.0033,0.57,0.0303,0.0305,34.0,1,15
0.003,0.54,0.0305,0.0328,28.0,1,16
0.0026,0.63,0.0253,0.0402,25.0,1,17
0.0027,0.47,0.0246,0.0392,30.0,1,18
0.0026,0.72,0.0161,0.0499,37.0,1,19
0.0025,0.7,0.0208,0.0414,35.0,1,20
0.0025,0.66,0.0201,0.0417,38.0,1,21
0.0027999999999999,0.66,0.0171,0.0446,37.0,1,22
0.0024,0.8,0.0079,0.055,41.0,1,23
0.0026,0.88,0.0082,0.0521,40.0,1,0
0.0019,0.93,0.0049,0.0535,43.0,1,1
0.0021,0.89,0.0044,0.0505,39.0,1,2
0.0025,0.83,0.0092,0.0424,46.0,1,3
0.0026,0.85,0.0067,0.0465,39.0,1,4
0.0026,0.99,0.002,0.0536,42.0,1,5
0.0023,0.9,0.0038,0.0471,41.0,1,6
0.0026,0.85,0.0025,0.0511,51.0,1,7
0.0026,0.97,0.0019,0.055,52.0,1,8
0.0031,1.2,0.0029,0.0528,64.0,1,9
0.0032,1.12,0.0042,0.0588999999999999,57.0,1,10
0.0032,0.94,0.0060999999999999,0.0578,66.0,1,11
0.0036,0.86,0.0141,0.0541,51.0,1,12
0.0031,0.7,0.0202,0.0432,50.0,1,13
0.0032,0.63,0.0214,0.0443,38.0,1,14
0.0029,0.53,0.0261,0.0394,37.0,1,15
0.0027999999999999,0.54,0.0237,0.0404,20.0,1,16
0.0027999999999999,0.55,0.0164,0.0486,28.0,1,17
0.0027999999999999,0.77,0.0092,0.059,31.0,1,18
0.0033,0.95,0.0016,0.0659,39.0,1,19
0.0034,1.03,0.0019,0.0648,35.0,1,20
0.0033,1.18,0.0021,0.067,42.0,1,21
0.0034,1.32,0.0018,0.0681,40.0,1,22
0.0038,1.51,0.0017,0.0732,46.0,1,23
0.0031,1.28,0.0027999999999999,0.0658,41.0,1,0
0.0032,1.33,0.002,0.0678,45.0,1,1
0.0031,1.1,0.0018,0.0613,39.0,1,2
0.0031,1.02,0.0017,0.0595,45.0,1,3
0.003,1.12,0.0017,0.0617,38.0,1,4
0.0032,1.08,0.0019,0.0596999999999999,42.0,1,5
0.0033,1.14,0.0018,0.0624,38.0,1,6
0.0033,1.0,0.0018,0.0651,41.0,1,7
0.0036,1.13,0.0017,0.0624,37.0,1,8
0.0032,0.93,0.0023,0.0558,44.0,1,9
0.0043,0.86,0.0069,0.0516,52.0,1,12
0.0042,0.96,0.0092,0.0558999999999999,64.0,1,13
0.0038999999999999,0.78,0.0124,0.0595,53.0,1,14
0.0038,0.59,0.0229,0.0435,58.0,1,15
0.0033,0.53,0.0256,0.0446,41.0,1,16
0.0034,0.64,0.0247,0.0439,43.0,1,17
0.0036,0.57,0.0225,0.0471,36.0,1,18
0.0032,0.55,0.0293,0.0352,45.0,1,19
0.003,0.77,0.0261,0.0409,43.0,1,20
0.0027999999999999,0.53,0.0301999999999999,0.0342,46.0,1,21
0.0029,0.64,0.0148,0.0529,41.0,1,22
0.0027999999999999,0.9,0.0102,0.0573999999999999,46.0,1,23
0.0026,0.76,0.0141,0.0502,45.0,1,0
0.0027999999999999,0.69,0.0282999999999999,0.0261,48.0,2,1
0.0027,0.76,0.0215,0.032,52.0,2,2
0.0027999999999999,0.74,0.0322,0.02,59.0,2,3
0.003,0.77,0.0374,0.0127,70.0,2,4
0.0034,0.89,0.0331,0.0167,75.0,2,5
0.0038,1.06,0.0235,0.028,78.0,2,7
0.004,1.09,0.0223,0.0248,75.0,2,8
0.004,1.16,0.0147,0.0326,78.0,2,9
0.0042,1.14,0.0192,0.0286,77.0,2,10
0.0045,1.06,0.0258,0.023,80.0,2,11
0.0046,0.96,0.0282999999999999,0.0242,78.0,2,12
0.0043,0.82,0.0339,0.0209,67.0,2,13
0.004,0.69,0.0381,0.019,57.0,2,14
0.0035,0.63,0.0376,0.0207,45.0,2,15
0.0034,0.58,0.0402,0.019,48.0,2,16
0.0032,0.55,0.0408,0.0186,44.0,2,17
0.0032,0.74,0.0254,0.0368,59.0,2,18
0.0033,0.85,0.0179,0.0411,61.0,2,19
0.0033,0.89,0.0148,0.0432,59.0,2,20
0.0029,0.49,0.0236,0.0212,16.0,2,21
0.0027,0.41,0.0254,0.0163,6.0,2,22
0.0027,0.39,0.0266,0.0142,4.0,2,23
0.0026,0.37,0.0288,0.0109,4.0,2,0
0.0025,0.37,0.0282999999999999,0.011,4.0,2,1
0.0024,0.37,0.0284,0.0105,2.0,2,2
0.0025,0.36,0.0286,0.01,4.0,2,3
0.0025,0.36,0.0271999999999999,0.0111,3.0,2,4
0.0025,0.35,0.0293,0.0087,3.0,2,5
0.0024,0.37,0.0269,0.0113,2.0,2,6
0.0025,0.39,0.0211,0.0177,6.0,2,7
0.0025,0.42,0.0143,0.0262,6.0,2,8
0.0025,0.42,0.0154,0.0254,5.0,2,9
0.0027,0.46,0.013,0.0286,8.0,2,10
0.0027,0.43,0.0176,0.0238,8.0,2,11
0.0027,0.41,0.0236,0.0162,10.0,2,12
0.0027999999999999,0.47,0.0232,0.0186,16.0,2,13
0.0027999999999999,0.49,0.0246,0.02,26.0,2,14
0.0027999999999999,0.56,0.0219,0.0265,33.0,2,15
0.0027999999999999,0.64,0.0212,0.0319,53.0,2,16
0.003,0.69,0.0156,0.0397,62.0,2,17
0.0035,0.76,0.0104,0.0461,62.0,2,18
0.0036,0.81,0.0077999999999999,0.0488,57.0,2,19
0.0036,0.8,0.0082,0.0468,50.0,2,20
0.0034,0.86,0.0047,0.0492,58.0,2,21
0.0034,0.98,0.0021,0.0546,55.0,2,22
0.0032,0.81,0.0042,0.0452,51.0,2,23
0.0031,0.91,0.0019,0.0487,49.0,2,0
0.003,0.81,0.0027999999999999,0.0437,46.0,2,1
0.0029,0.83,0.0024,0.0423,49.0,2,2
0.0029,0.75,0.0051,0.0366,41.0,2,3
0.0027999999999999,0.66,0.0098,0.0298,36.0,2,4
0.0027999999999999,0.63,0.0113,0.028,32.0,2,5
0.0029,0.62,0.0105,0.0294,34.0,2,6
0.0029,0.63,0.0063,0.035,25.0,2,7
0.003,0.66,0.0038,0.0387,29.0,2,8
0.003,0.73,0.0055999999999999,0.0385,22.0,2,9
0.0032,0.63,0.013,0.029,17.0,2,10
0.0031,0.57,0.015,0.0264,21.0,2,11
0.0031,0.49,0.021,0.0198,16.0,2,12
0.003,0.41,0.0286,0.0122,14.0,2,13
0.0029,0.4,0.0311,0.0106,10.0,2,14
0.0029,0.4,0.0301999999999999,0.0121,8.0,2,15
0.0027999999999999,0.42,0.0269,0.0162,16.0,2,16
0.0027999999999999,0.44,0.0255,0.0177,14.0,2,17
0.0027999999999999,0.44,0.0235,0.02,14.0,2,18
0.0029,0.5,0.0179,0.0258,17.0,2,19
0.0027999999999999,0.56,0.0129,0.0317,16.0,2,20
0.0027999999999999,0.63,0.0085,0.0347,17.0,2,21
0.0027999999999999,0.57,0.0121,0.0279,19.0,2,22
0.0027999999999999,0.61,0.0101,0.0293,26.0,2,23
0.0029,0.63,0.0054,0.0353,24.0,2,0
0.0029,0.64,0.0035,0.0377,21.0,2,1
0.0027,0.63,0.0038999999999999,0.0342,26.0,2,2
0.0027,0.6,0.0072,0.0285,22.0,2,3
0.0027999999999999,0.61,0.008,0.0269,24.0,2,4
0.0027,0.6,0.0113,0.0229,23.0,2,5
0.0027,0.57,0.0138999999999999,0.0197,26.0,2,6
0.0027,0.54,0.0154,0.0176,24.0,2,7
0.0027,0.59,0.0126,0.021,23.0,2,8
0.0027999999999999,0.65,0.0084,0.0274,24.0,2,9
0.0029,0.65,0.0144,0.0221,19.0,2,10
0.003,0.56,0.0201,0.0169,16.0,2,11
0.0031,0.44,0.0284,0.0112,10.0,2,12
0.0031,0.36,0.0362,0.0062,7.0,2,13
0.0029,0.37,0.0366,0.0073,8.0,2,14
0.0029,0.35,0.0378,0.0077,9.0,2,15
0.0027,0.37,0.0383,0.0086,10.0,2,16
0.0026,0.37,0.0375,0.0103,6.0,2,17
0.0025,0.42,0.0333,0.0135999999999999,6.0,2,18
0.0027,0.47,0.0239,0.0235,14.0,2,19
0.0026,0.48,0.0195,0.0253,9.0,2,20
0.0026,0.42,0.0263,0.0173,4.0,2,21
0.0026,0.47,0.0214,0.0223,3.0,2,22
0.0027,0.5,0.0177,0.024,12.0,2,23
0.0025,0.37,0.0303,0.0086,7.0,2,0
0.0024,0.36,0.0336,0.005,5.0,2,1
0.0024,0.35,0.0353,0.0042,9.0,2,2
0.0023,0.35,0.0367,0.0025,7.0,2,3
0.0023,0.36,0.0355,0.0035,4.0,2,4
0.0024,0.36,0.0326,0.0073,4.0,2,5
0.0024,0.37,0.0276999999999999,0.013,3.0,2,6
0.0024,0.36,0.03,0.013,7.0,2,7
0.0024,0.37,0.0315,0.0114,3.0,2,8
0.0024,0.38,0.0291,0.0145,1.0,2,9
0.0024,0.37,0.0319,0.0113,1.0,2,10
0.0024,0.36,0.0336,0.0092,1.0,2,11
0.0024,0.37,0.0324,0.0105,1.0,2,12
0.0024,0.37,0.0336,0.0093,1.0,2,13
0.0024,0.37,0.0331,0.0101,1.0,2,14
0.0024,0.39,0.0335,0.0097,1.0,2,15
0.0024,0.38,0.0341,0.0094,1.0,2,16
0.0024,0.37,0.0329,0.0113,4.0,2,17
0.0022,0.39,0.0329,0.0102,3.0,2,18
0.0023,0.42,0.0285,0.014,2.0,2,19
0.0023,0.41,0.0291,0.0132,3.0,2,20
0.0023,0.41,0.0305,0.0112,1.0,2,21
0.0023,0.4,0.031,0.0102,1.0,2,22
0.0023,0.39,0.0319,0.0092,2.0,2,23
0.0023,0.43,0.0279,0.013,2.0,2,0
0.0024,0.42,0.0274,0.0115,4.0,2,1
0.0024,0.41,0.0293,0.0089,3.0,2,2
0.0023,0.41,0.03,0.0077,3.0,2,3
0.0024,0.41,0.0306,0.0072,3.0,2,4
0.0023,0.41,0.0295,0.0084,4.0,2,5
0.0025,0.41,0.0291999999999999,0.0095,5.0,2,6
0.0024,0.43,0.0204,0.0191,5.0,2,7
0.0025,0.5,0.0137,0.0273,6.0,2,8
0.0025,0.49,0.0127,0.0289,4.0,2,9
0.0025,0.48,0.0171,0.0241,2.0,2,10
0.0024,0.47,0.0208,0.0212,2.0,2,11
0.0025,0.51,0.0145,0.0293,5.0,2,12
0.0026,0.57,0.0122,0.0326,13.0,2,13
0.0025,0.53,0.0158,0.0267,10.0,2,14
0.0025,0.42,0.0191,0.0236,10.0,2,16
0.0025,0.42,0.0182,0.0242,10.0,2,17
0.0024,0.38,0.0238,0.0186,6.0,2,18
0.0024,0.43,0.0254,0.0172,8.0,2,19
0.0025,0.48,0.026,0.0172,16.0,2,20
0.0024,0.48,0.0276,0.0142,14.0,2,21
0.0025,0.53,0.0207,0.0197,20.0,2,22
0.0025,0.57,0.0228,0.0181,28.0,2,23
0.0025,0.59,0.0244,0.0145999999999999,28.0,2,0
0.0025,0.58,0.0259,0.0106,29.0,2,1
0.0024,0.55,0.031,0.0051,25.0,2,2
0.0024,0.53,0.0322,0.0048,25.0,2,3
0.0025,0.54,0.0304,0.0060999999999999,21.0,2,4
0.0026,0.53,0.0297,0.0062,20.0,2,5
0.0026,0.57,0.026,0.0094,22.0,2,6
0.0026,0.64,0.0124,0.0243,25.0,2,7
0.0026,0.68,0.0083,0.0296,26.0,2,8
0.0027,0.75,0.0069,0.0314,25.0,2,9
0.0027999999999999,0.74,0.0107,0.0271999999999999,24.0,2,10
0.0027,0.67,0.0186,0.0196,22.0,2,11
0.0027,0.65,0.0179,0.021,21.0,2,12
0.0027,0.62,0.0207,0.0195,24.0,2,13
0.0027,0.55,0.025,0.0159,19.0,2,14
0.0025,0.55,0.0229,0.0188,19.0,2,15
0.0025,0.53,0.0243,0.0181,20.0,2,16
0.0025,0.52,0.0229,0.0197,15.0,2,17
0.0025,0.54,0.0212,0.0245,22.0,2,18
0.0026,0.56,0.0216,0.0245,23.0,2,19
0.0026,0.59,0.0229,0.0216,20.0,2,20
0.0026,0.58,0.0271999999999999,0.0178,23.0,2,21
0.0025,0.6,0.0237,0.0212,18.0,2,22
0.0025,0.6,0.0246,0.0198,21.0,2,23
0.0025,0.58,0.0279,0.017,17.0,2,0
0.0027,0.66,0.0178,0.0276999999999999,21.0,2,1
0.0026,0.75,0.0074,0.0379,23.0,2,2
0.0026,0.81,0.0041,0.0394,21.0,2,3
0.0027,0.84,0.0033,0.0381,21.0,2,4
0.0027999999999999,0.8,0.0035,0.0384,24.0,2,5
0.0027999999999999,0.86,0.0016,0.0404,28.0,2,6
0.0027999999999999,0.89,0.0016,0.0422,25.0,2,7
0.0032,0.98,0.0017,0.044,30.0,2,8
0.0033,1.06,0.0027,0.0427,31.0,2,9
0.0033,1.01,0.0046,0.0415,34.0,2,10
0.0034,0.87,0.0145999999999999,0.0372,39.0,2,11
0.0035,0.6,0.0383,0.0156,32.0,2,12
0.0036,0.6,0.0366,0.0179,34.0,2,13
0.0035,0.59,0.0389,0.0166,35.0,2,14
0.0034,0.55,0.0433,0.0135,35.0,2,15
0.0033,0.53,0.0428,0.0167,32.0,2,16
0.0032,0.52,0.0429,0.0175,32.0,2,17
0.0032,0.52,0.0392,0.0203,33.0,2,18
0.0032,0.61,0.0319,0.0247,32.0,2,19
0.0031,0.64,0.0264,0.028,29.0,2,20
0.003,0.67,0.023,0.0305,33.0,2,21
0.0031,0.65,0.0209,0.0322,32.0,2,22
0.003,0.84,0.0062,0.0487,33.0,2,23
0.0029,0.83,0.0045,0.0495,35.0,2,0
0.0029,0.81,0.0071,0.0457,28.0,2,1
0.003,0.88,0.0038,0.0463,34.0,2,2
0.0029,0.89,0.0038,0.0453,34.0,2,3
0.0029,0.87,0.0029,0.0462,34.0,2,4
0.0029,0.89,0.002,0.0475,32.0,2,5
0.0029,0.89,0.0018,0.0454,30.0,2,6
0.0027999999999999,0.91,0.0016,0.0446,34.0,2,7
0.0029,0.93,0.0021,0.0431,29.0,2,8
0.0029,0.9,0.005,0.0393,38.0,2,9
0.0031,0.9,0.0091,0.0386,43.0,2,10
0.0029,0.72,0.0219,0.0251,32.0,2,11
0.0033,0.54,0.0359,0.0127,28.0,2,12
0.0034,0.51,0.0385,0.0124,27.0,2,13
0.0034,0.44,0.0425,0.0085,27.0,2,14
0.0033,0.42,0.0435,0.0077,20.0,2,15
0.0031,0.41,0.045,0.0054,16.0,2,16
0.0031,0.47,0.044,0.0076,12.0,2,17
0.0029,0.45,0.0426,0.0077999999999999,18.0,2,18
0.0029,0.48,0.0401,0.0105,17.0,2,19
0.0027999999999999,0.53,0.0382,0.012,14.0,2,20
0.0027,0.54,0.0333,0.0162,20.0,2,21
0.0027999999999999,0.54,0.0312,0.0176,16.0,2,22
0.0027999999999999,0.49,0.0325,0.0155,13.0,2,23
0.0027,0.5,0.0335,0.015,14.0,2,0
0.0027999999999999,0.52,0.035,0.0126,13.0,2,1
0.0029,0.51,0.0368,0.0094,15.0,2,2
0.003,0.64,0.0298,0.0173,19.0,2,3
0.0029,0.73,0.0188,0.0289,22.0,2,4
0.0027999999999999,0.71,0.02,0.0295,23.0,2,5
0.0027999999999999,0.77,0.0082,0.0424,23.0,2,6
0.0029,0.81,0.0045,0.0468,21.0,2,7
0.003,0.94,0.0018,0.0437,30.0,2,8
0.0029,0.9,0.004,0.0424,30.0,2,9
0.0027999999999999,0.75,0.0137,0.0337,34.0,2,10
0.003,0.78,0.016,0.0331,33.0,2,11
0.0032,0.82,0.0347,0.0214,46.0,2,12
0.0032,0.75,0.0439,0.0131,66.0,2,13
0.0034,0.66,0.0454,0.0104,52.0,2,14
0.0032,0.58,0.0492,0.0066,49.0,2,15
0.0033,0.53,0.0493,0.0058,31.0,2,16
0.0033,0.57,0.0492,0.0068,32.0,2,17
0.0031,0.67,0.0462,0.0107,46.0,2,18
0.0031,0.72,0.0455,0.0116,48.0,2,19
0.0036,0.73,0.0396,0.017,52.0,2,20
0.0035,0.7,0.0374,0.0181,36.0,2,21
0.0041,0.77,0.031,0.0248,46.0,2,22
0.0035,0.84,0.0246,0.0301,55.0,2,23
0.0032,0.86,0.0237,0.0289,58.0,2,0
0.0031,0.85,0.0232,0.0271999999999999,53.0,2,1
0.0031,0.87,0.0202,0.0291,54.0,2,2
0.003,0.84,0.0245,0.0234,48.0,2,3
0.0032,0.67,0.0343,0.0112,34.0,2,4
0.0031,0.74,0.0316,0.0121,40.0,2,5
0.0031,0.78,0.0273,0.0142,46.0,2,6
0.0029,0.81,0.0204,0.0211,44.0,2,7
0.0029,0.76,0.0206,0.0208,40.0,2,8
0.0033,0.63,0.0273,0.0171,33.0,2,9
0.0037,0.57,0.0305,0.0157,29.0,2,10
0.0038999999999999,0.53,0.0334,0.0135,27.0,2,11
0.0037,0.54,0.0391,0.0107,27.0,2,12
0.0038,0.56,0.0458,0.0066,37.0,2,13
0.0035,0.59,0.0478,0.0067,48.0,2,14
0.0034,0.59,0.0487,0.0065,46.0,2,15
0.0032,0.61,0.0494,0.0063,48.0,2,16
0.0031,0.65,0.0466,0.0095,57.0,2,17
0.0033,0.72,0.0467,0.0097,69.0,2,18
0.0031,0.78,0.0427,0.011,75.0,2,19
0.0029,0.79,0.038,0.012,79.0,2,20
0.0027999999999999,0.79,0.035,0.0135,74.0,2,21
0.0027,0.85,0.0305,0.0182,66.0,2,22
0.0027999999999999,0.87,0.0196,0.0311,68.0,2,23
0.0029,0.87,0.0151,0.0336,67.0,2,0
0.0029,0.77,0.0175,0.03,52.0,2,1
0.0029,0.94,0.0043,0.0438,45.0,2,2
0.0029,0.88,0.0068,0.0396,37.0,2,3
0.0027999999999999,0.88,0.0060999999999999,0.0412,42.0,2,4
0.0029,0.91,0.0046,0.0423,45.0,2,5
0.0027999999999999,0.96,0.0022,0.0446,40.0,2,6
0.0029,1.0,0.0016,0.0458,41.0,2,7
0.0027999999999999,1.01,0.0023,0.0411,47.0,2,8
0.0027999999999999,1.01,0.0059,0.037,59.0,2,9
0.0029,0.94,0.0127,0.0285,66.0,2,10
0.0031,0.91,0.0181,0.026,67.0,2,11
0.0037,0.83,0.0313,0.0188,60.0,2,12
0.0041,0.81,0.0372,0.0157,56.0,2,13
0.0043,0.76,0.041,0.0148,48.0,2,14
0.0038999999999999,0.65,0.0416,0.0142,42.0,2,15
0.0034,0.52,0.0411,0.0119,28.0,2,16
0.0032,0.49,0.0399,0.0129,28.0,2,17
0.0035,0.56,0.0422,0.0129,23.0,2,18
0.0035,0.61,0.0445,0.0144,36.0,2,19
0.0035,0.78,0.0233,0.0372,42.0,2,20
0.0036,1.26,0.0027,0.0629,43.0,2,21
0.0036,1.24,0.0019,0.0602,46.0,2,22
0.0035,1.27,0.002,0.0595,49.0,2,23
0.0036,1.38,0.0019,0.0606,48.0,2,0
0.0037,1.45,0.0018,0.0593,54.0,2,1
0.0035,1.33,0.0016,0.0556999999999999,48.0,2,2
0.0034,1.39,0.0016,0.0543,48.0,2,3
0.0032,1.26,0.0014999999999999,0.0515,54.0,2,4
0.0034,1.23,0.0014999999999999,0.0508,49.0,2,5
0.0038,1.29,0.0016,0.0551,49.0,2,6
0.0038999999999999,1.42,0.0014999999999999,0.06,52.0,2,7
0.0041,1.54,0.0016,0.065,57.0,2,8
0.0042,1.74,0.0022,0.0706,58.0,2,9
0.0042,1.52,0.0045,0.0655,66.0,2,10
0.0041,0.95,0.013,0.0504,55.0,2,11
0.0042,0.75,0.0275,0.0329,47.0,2,12
0.0041,0.56,0.0441,0.0117,40.0,2,13
0.0035,0.5,0.0465,0.0097,31.0,2,14
0.0034,0.5,0.044,0.0122,32.0,2,15
0.0033,0.47,0.0475,0.0073,23.0,2,16
0.003,0.48,0.0453,0.0096,31.0,2,17
0.003,0.53,0.0402,0.0153,30.0,2,18
0.0029,0.56,0.0376,0.0175,33.0,2,19
0.0032,0.66,0.0288,0.0276,32.0,2,20
0.0034,0.78,0.0169,0.0415,35.0,2,21
0.0037,1.3,0.0024,0.0608,38.0,2,22
0.0036,1.3,0.0018,0.06,39.0,2,23
0.0037,1.28,0.0019,0.0576999999999999,39.0,2,0
0.0036,1.35,0.0017,0.057,39.0,2,1
0.0035,1.23,0.0014,0.0506,34.0,2,2
0.0036,1.19,0.0014,0.0463,31.0,2,3
0.0035,1.18,0.0013,0.0478,34.0,2,4
0.0035,1.19,0.0014,0.0504,38.0,2,5
0.0034,1.07,0.0014,0.0505,34.0,2,6
0.0034,1.0,0.0014,0.0515,34.0,2,7
0.0034,0.98,0.0014,0.0529,31.0,2,8
0.0044,1.34,0.0017,0.0633,36.0,2,9
0.0037,0.97,0.0036,0.05,32.0,2,10
0.0038999999999999,0.93,0.0045,0.0494,37.0,2,11
0.0044,0.86,0.0094,0.0466,33.0,2,12
0.0037,0.5,0.0223,0.0312,26.0,2,14
0.0034,0.35,0.0377,0.0145999999999999,20.0,2,15
0.0033,0.32,0.0411,0.0114,21.0,2,16
0.003,0.3,0.0417,0.0108,18.0,2,17
0.0029,0.31,0.0365,0.0137,14.0,2,18
0.0027999999999999,0.33,0.0344,0.0138,20.0,2,19
0.0027999999999999,0.36,0.0333,0.0147,19.0,2,20
0.0027999999999999,0.38,0.0366,0.0135,22.0,2,21
0.0029,0.44,0.032,0.0191,24.0,2,22
0.0029,0.45,0.0378,0.0168,27.0,2,23
0.0029,0.5,0.0363,0.0155,24.0,2,0
0.0027,0.43,0.0419,0.0073,20.0,2,1
0.0026,0.39,0.041,0.006,19.0,2,2
0.0025,0.4,0.0379,0.0059,21.0,2,3
0.0025,0.42,0.0365,0.0048,16.0,2,4
0.0025,0.45,0.0331,0.0069,20.0,2,5
0.0024,0.47,0.0285,0.0109,21.0,2,6
0.0023,0.46,0.0244,0.0131,16.0,2,7
0.0025,0.49,0.0154,0.0225,18.0,2,8
0.0025,0.49,0.0191,0.0216,17.0,2,9
0.0023,0.43,0.032,0.0125,10.0,2,10
0.0023,0.55,0.0341,0.0081,6.0,2,11
0.0024,0.52,0.0312,0.0079,3.0,2,12
0.0024,0.45,0.0281999999999999,0.0106,6.0,2,13
0.0023,0.45,0.0264,0.0114,4.0,2,14
0.0024,0.43,0.0269,0.0141,6.0,2,15
0.0024,0.41,0.0303,0.0084,6.0,2,16
0.0025,0.42,0.0281999999999999,0.0108,9.0,2,17
0.0024,0.43,0.0276,0.011,13.0,2,18
0.0026,0.48,0.025,0.0135,16.0,2,19
0.0025,0.48,0.0279,0.01,20.0,2,20
0.0024,0.5,0.0261,0.0112,21.0,2,21
0.0025,0.51,0.023,0.0135999999999999,20.0,2,22
0.0027,0.52,0.0177,0.0181,19.0,2,23
0.0027,0.51,0.0207,0.0135999999999999,26.0,2,0
0.0026,0.48,0.0238,0.0099,17.0,2,1
0.0025,0.51,0.0191,0.0133,15.0,2,2
0.0025,0.51,0.0179,0.014,17.0,2,3
0.0025,0.51,0.0174,0.0138,12.0,2,4
0.0025,0.49,0.0118,0.0198,16.0,2,5
0.0026,0.54,0.0071,0.024,10.0,2,7
0.0026,0.6,0.0045,0.0279,13.0,2,8
0.0027999999999999,0.65,0.0053,0.0297,9.0,2,9
0.0027,0.51,0.0143,0.0224,6.0,2,10
0.0027,0.53,0.015,0.0233,7.0,2,11
0.003,0.51,0.0207,0.0192,18.0,2,12
0.0027999999999999,0.48,0.0243,0.0166,18.0,2,13
0.0027999999999999,0.46,0.0247,0.0183,14.0,2,14
0.0027,0.42,0.028,0.0163,9.0,2,15
0.0027,0.43,0.0298,0.0162,15.0,2,16
