아황산가스(SO2),일산화탄소(CO),오존(O3),이산화질소(NO2),초미세먼지(PM25),월,시간대
0.0023,1.35,0.0018,0.0412,22.0,1,1
0.0022,1.17,0.0017,0.0379,9.0,1,2
0.0024,1.31,0.0017,0.0376,25.0,1,3
0.0024,1.36,0.0016,0.0369,22.0,1,4
0.0024,1.15,0.0016,0.0335,15.0,1,5
0.0022,0.94,0.0014999999999999,0.031,13.0,1,6
0.0022,1.0,0.0014999999999999,0.0317,18.0,1,7
0.0023,1.1,0.0016,0.0333,17.0,1,8
0.0023,0.97,0.0023,0.0324,19.0,1,9
0.0023,0.92,0.0064,0.0281,17.0,1,10
0.0022,0.66,0.0158,0.0191,9.0,1,11
0.0023,0.55,0.0269,0.0119,11.0,1,12
0.0023,0.61,0.0244,0.016,12.0,1,13
0.0023,0.6,0.0264,0.017,20.0,1,14
0.0021,0.57,0.0276,0.017,15.0,1,15
0.0022,0.61,0.0208,0.0221,16.0,1,16
0.0021,0.59,0.0241,0.0204,15.0,1,17
0.0022,0.66,0.0237,0.0194,17.0,1,18
0.0026,0.71,0.0271,0.0185,13.0,1,19
0.0027,0.74,0.0182,0.0286999999999999,16.0,1,20
0.0025,0.69,0.0222,0.0237,16.0,1,21
0.0024,0.7,0.0251,0.0199,28.0,1,22
0.0025,0.74,0.018,0.0222,35.0,1,23
0.0025,0.73,0.0218,0.0188,36.0,1,0
0.0024,0.74,0.0223,0.0167,28.0,1,1
0.0025,0.77,0.0183,0.0184,39.0,1,2
0.0024,0.72,0.0247,0.0135,39.0,1,3
0.0022,0.67,0.0263,0.0128,39.0,1,4
0.0022,0.67,0.0228,0.0171,36.0,1,5
0.0022,0.72,0.016,0.0231,44.0,1,6
0.0022,0.71,0.0131,0.028,34.0,1,7
0.0021,0.67,0.0197,0.0225,38.0,1,8
0.0021,0.56,0.026,0.0167,26.0,1,9
0.0021,0.55,0.0258,0.0169,24.0,1,10
0.0022,0.51,0.0273,0.0154,22.0,1,11
0.0022,0.53,0.0253,0.017,25.0,1,13
0.0021,0.5,0.0256,0.0177,27.0,1,14
0.002,0.43,0.0313,0.0122,24.0,1,15
0.0021,0.44,0.0309,0.0128,18.0,1,16
0.0021,0.43,0.0327,0.0117,20.0,1,17
0.0021,0.47,0.0301,0.0147,15.0,1,18
0.0023,0.57,0.0148999999999999,0.03,22.0,1,19
0.0022,0.53,0.0173,0.0262,20.0,1,20
0.002,0.51,0.0212,0.0206,22.0,1,21
0.0022,0.57,0.0152,0.0273,20.0,1,22
0.0021,0.54,0.0167,0.0257,11.0,1,23
0.0021,0.53,0.0151,0.0267,21.0,1,0
0.002,0.5,0.0218,0.0195,16.0,1,1
0.0019,0.5,0.0211,0.0198,15.0,1,2
0.0019,0.49,0.0214,0.0187,18.0,1,3
0.002,0.53,0.0178,0.0227,17.0,1,4
0.002,0.59,0.006,0.035,22.0,1,5
0.0021,0.66,0.0016,0.0401,25.0,1,6
0.0022,0.68,0.0016,0.0395,24.0,1,7
0.0022,0.74,0.0018,0.0397,17.0,1,8
0.0021,0.62,0.0142,0.0282999999999999,27.0,1,9
0.002,0.57,0.0209,0.0206,30.0,1,10
0.002,0.63,0.0152,0.0275,28.0,1,11
0.0021,0.64,0.0168,0.0275,31.0,1,12
0.0022,0.73,0.0087,0.0373,42.0,1,13
0.0022,0.7,0.0106,0.0343,43.0,1,14
0.0021,0.68,0.0105,0.0318,32.0,1,15
0.0021,0.58,0.0216,0.0195,31.0,1,16
0.002,0.56,0.0261,0.0161,26.0,1,17
0.002,0.57,0.0249,0.017,28.0,1,18
0.002,0.61,0.0242,0.0177,37.0,1,19
0.0021,0.64,0.0237,0.0187,36.0,1,20
0.0027,0.75,0.0314,0.0141,29.0,1,21
0.0027,0.75,0.0317,0.0147,34.0,1,22
0.0027999999999999,0.73,0.0298,0.0154,37.0,1,23
0.0026,0.73,0.0282999999999999,0.016,36.0,1,0
0.0025,0.73,0.0291999999999999,0.0134,39.0,1,1
0.0026,0.73,0.0274,0.0145,37.0,1,2
0.0024,0.78,0.0203,0.0198,33.0,1,3
0.0024,0.83,0.0113,0.0291,33.0,1,4
0.0024,0.84,0.0117,0.0306,36.0,1,5
0.0024,0.9,0.0026,0.0385,37.0,1,6
0.0025,1.02,0.0016,0.0423,37.0,1,7
0.0025,1.0,0.0019,0.0407,34.0,1,8
0.0025,0.97,0.0032,0.0388,39.0,1,9
0.0027,1.01,0.0042,0.0392,49.0,1,10
0.0029,1.05,0.0038,0.0412,46.0,1,11
0.003,0.98,0.0051,0.0404,47.0,1,12
0.003,0.89,0.0068,0.0388,41.0,1,13
0.0029,0.87,0.009,0.0368,46.0,1,14
0.0029,0.76,0.0108,0.0375,38.0,1,15
0.0027999999999999,0.72,0.0092,0.0391,33.0,1,16
0.0026,0.75,0.006,0.0414,33.0,1,17
0.0027,0.76,0.0086,0.04,36.0,1,18
0.0026,0.7,0.015,0.0315,28.0,1,19
0.0027,0.92,0.008,0.0416,33.0,1,20
0.0027,1.06,0.0019,0.0496,46.0,1,21
0.0026,1.07,0.0018,0.0497,45.0,1,22
0.0027,1.12,0.0018,0.0515,43.0,1,23
0.0027,1.16,0.0018,0.0511,46.0,1,0
0.0026,1.18,0.0018,0.0514,41.0,1,1
0.0026,1.14,0.0017,0.0498,46.0,1,2
0.0024,0.96,0.0016,0.0448,40.0,1,3
0.0026,1.06,0.0016,0.0448,40.0,1,4
0.0027,1.16,0.0016,0.0456,41.0,1,5
0.0024,0.95,0.0016,0.0438,41.0,1,6
0.0027999999999999,1.1,0.0014999999999999,0.0494,41.0,1,7
0.0029,1.09,0.0016,0.0526,38.0,1,8
0.0032,1.19,0.0017,0.057,40.0,1,9
0.0029,1.13,0.004,0.0507,46.0,1,10
0.0027999999999999,1.0,0.0108,0.0402,73.0,1,11
0.003,0.93,0.0217,0.0301,79.0,1,12
0.0032,0.84,0.0376,0.0164,72.0,1,13
0.0035,0.83,0.0376,0.0202,72.0,1,14
0.0033,0.78,0.0388,0.0193,64.0,1,15
0.0031,0.78,0.0384,0.02,65.0,1,16
0.0029,0.81,0.0382,0.0205,59.0,1,17
0.0026,0.89,0.0356,0.0241,73.0,1,18
0.0027,0.99,0.0307,0.0286999999999999,85.0,1,19
0.0027999999999999,1.03,0.0288,0.0281,76.0,1,20
0.0026,1.02,0.0271,0.0275,86.0,1,21
0.0026,0.89,0.0263,0.024,69.0,1,22
0.0025,0.87,0.0208,0.0269,49.0,1,23
0.0024,0.86,0.0171,0.028,54.0,1,0
0.0024,0.79,0.0219,0.0204,42.0,1,1
0.0025,0.74,0.0225,0.0171,38.0,1,2
0.0023,0.75,0.0191,0.0194,34.0,1,3
0.0022,0.71,0.0208,0.0165,28.0,1,4
0.0024,0.51,0.0257,0.0126,11.0,1,5
0.0024,0.41,0.0297,0.0088,8.0,1,6
0.0023,0.47,0.0205,0.0179,6.0,1,7
0.0023,0.54,0.0088,0.0324,4.0,1,8
0.0024,0.57,0.0108,0.0304,11.0,1,9
0.0025,0.57,0.0141,0.0271999999999999,12.0,1,10
0.0026,0.54,0.0187,0.0218,12.0,1,11
0.0027,0.54,0.0199,0.021,8.0,1,12
0.0026,0.49,0.0233,0.0164,9.0,1,13
0.0027,0.42,0.0285,0.0104,7.0,1,14
0.0027,0.4,0.031,0.0081,5.0,1,15
0.0027999999999999,0.39,0.0321,0.0077,5.0,1,16
0.0027,0.4,0.0282999999999999,0.0116,6.0,1,17
0.0027999999999999,0.44,0.0261,0.0156,6.0,1,18
0.0024,0.44,0.0326,0.0094,10.0,1,19
0.0021,0.48,0.027,0.014,14.0,1,20
0.0021,0.54,0.0224,0.0181,16.0,1,21
0.002,0.55,0.0216,0.0181,12.0,1,22
0.0021,0.53,0.0271,0.0116,17.0,1,23
0.0022,0.55,0.0291999999999999,0.0084,18.0,1,0
0.0022,0.59,0.0297,0.0066,21.0,1,1
0.0024,0.58,0.0314,0.0054,21.0,1,2
0.0026,0.61,0.0297,0.0074,19.0,1,3
0.0027,0.67,0.0282999999999999,0.0077999999999999,22.0,1,4
0.003,0.71,0.027,0.0066,28.0,1,5
0.003,0.71,0.0253,0.0068,28.0,1,6
0.0031,0.7,0.0214,0.0094,28.0,1,7
0.003,0.67,0.0192,0.0115,27.0,1,8
0.0031,0.6,0.0205,0.0108,19.0,1,9
0.0031,0.51,0.026,0.0049,19.0,1,10
0.003,0.49,0.0281,0.0035,14.0,1,11
0.003,0.43,0.0318,0.002,7.0,1,12
0.0027999999999999,0.46,0.0314,0.003,10.0,1,13
0.0026,0.44,0.0321,0.0031,6.0,1,14
0.0025,0.42,0.0322,0.0026,3.0,1,15
0.0023,0.41,0.0319,0.0027999999999999,3.0,1,16
0.0023,0.4,0.0304,0.0031,6.0,1,17
0.0023,0.42,0.0275,0.0055,5.0,1,18
0.0023,0.44,0.0267,0.0055999999999999,4.0,1,19
0.0024,0.47,0.0243,0.0066,9.0,1,20
0.0025,0.51,0.0226,0.0079,7.0,1,21
0.0025,0.52,0.0213,0.0089,6.0,1,22
0.0025,0.55,0.0207,0.0087,8.0,1,23
0.0026,0.55,0.0213,0.0077999999999999,7.0,1,0
0.0027999999999999,0.56,0.0215,0.0079,13.0,1,1
0.0027,0.53,0.0241,0.0052,8.0,1,2
0.0027999999999999,0.55,0.0224,0.0066,8.0,1,3
0.0027999999999999,0.55,0.0219,0.0064,8.0,1,4
0.0027999999999999,0.57,0.0195,0.0089,11.0,1,5
0.0027,0.62,0.0122,0.0172,10.0,1,6
0.0027999999999999,0.64,0.0099,0.0194,9.0,1,7
0.0027,0.74,0.0029,0.029,11.0,1,8
0.0029,0.83,0.0033,0.0314,15.0,1,9
0.0031,0.79,0.0068,0.0273,17.0,1,10
0.0032,0.72,0.0123,0.0217,18.0,1,11
0.0031,0.78,0.0147,0.024,17.0,1,12
0.0031,0.77,0.013,0.0267,17.0,1,13
0.0029,0.68,0.0148,0.0251,12.0,1,14
0.0027999999999999,0.59,0.0179,0.0244,9.0,1,15
0.0027999999999999,0.52,0.0216,0.0216,9.0,1,16
0.0029,0.57,0.014,0.0295,20.0,1,17
0.0027999999999999,0.58,0.0098,0.0323,18.0,1,18
0.0026,0.57,0.0112,0.0286999999999999,17.0,1,19
0.0026,0.65,0.0027999999999999,0.0398,17.0,1,20
0.0027,0.76,0.0017,0.0432,18.0,1,21
0.0027,0.67,0.0038999999999999,0.0383,22.0,1,22
0.0029,0.7,0.0027,0.0425,19.0,1,23
0.0029,0.81,0.0018,0.0465,19.0,1,0
0.003,0.81,0.0017,0.0461,16.0,1,1
0.0029,0.77,0.0017,0.0437,12.0,1,2
0.0029,0.77,0.0017,0.0427,19.0,1,3
0.003,0.78,0.0017,0.0431,18.0,1,4
0.003,0.76,0.0017,0.0426,18.0,1,5
0.0027999999999999,0.7,0.0016,0.0412,20.0,1,6
0.0027999999999999,0.69,0.0016,0.0398,16.0,1,7
0.0026,0.68,0.0016,0.0385,15.0,1,8
0.0026,0.71,0.0018,0.0385,19.0,1,9
0.0026,0.7,0.0027,0.0366,20.0,1,10
0.0027,0.76,0.0037,0.0365,24.0,1,11
0.0027,0.77,0.0033,0.0371,23.0,1,12
0.0027,0.82,0.0036,0.0389,31.0,1,13
0.0027,0.86,0.0032,0.04,35.0,1,14
0.0025,0.81,0.0027,0.0372,28.0,1,15
0.0026,0.77,0.0029,0.0359,30.0,1,16
0.0027,0.87,0.002,0.0395,30.0,1,17
0.0032,0.91,0.0017,0.041,31.0,1,18
0.0033,0.97,0.0016,0.0425,30.0,1,19
0.0033,0.97,0.0017,0.0428,33.0,1,20
0.0033,1.01,0.0018,0.0435,36.0,1,21
0.0034,1.08,0.0017,0.0446,42.0,1,22
0.0031,1.02,0.0016,0.0431,35.0,1,23
0.003,1.16,0.0017,0.0458,38.0,1,0
0.0031,1.14,0.0017,0.0435,38.0,1,1
0.003,1.09,0.0016,0.0412,40.0,1,2
0.0027999999999999,1.02,0.0016,0.0389,37.0,1,3
0.0029,1.08,0.0017,0.0386,47.0,1,4
0.0027999999999999,1.08,0.0017,0.0371,52.0,1,5
0.0029,1.07,0.0021,0.0347,53.0,1,6
0.003,1.19,0.0016,0.0369,63.0,1,7
0.0032,1.25,0.0017,0.0382,57.0,1,8
0.0032,1.3,0.0027,0.0388,62.0,1,9
0.0032,1.22,0.0052,0.0347,64.0,1,10
0.0032,1.08,0.0093,0.0315,65.0,1,11
0.0032,0.85,0.0135,0.0281999999999999,51.0,1,12
0.0033,0.78,0.0172,0.0261,43.0,1,13
0.0032,0.79,0.0196,0.0273,46.0,1,14
0.0032,0.7,0.0229,0.0245,34.0,1,15
0.0032,0.8,0.0171,0.0325,40.0,1,16
0.0031,0.85,0.0115,0.0375,54.0,1,17
0.0027999999999999,0.92,0.0065,0.0429,64.0,1,18
0.0029,0.97,0.0026,0.049,60.0,1,19
0.0029,0.93,0.0027999999999999,0.0484,59.0,1,20
0.0029,1.0,0.0024,0.0496,62.0,1,21
0.003,1.09,0.0018,0.0523,75.0,1,22
0.003,1.14,0.0018,0.0526,72.0,1,23
0.0027999999999999,1.03,0.0017,0.0494,77.0,1,0
0.0027999999999999,0.96,0.0016,0.046,67.0,1,1
0.0027999999999999,0.87,0.003,0.0412,67.0,1,2
0.0027999999999999,0.93,0.0027,0.0425,66.0,1,3
0.0026,0.82,0.0107,0.0322,67.0,1,4
0.0027,0.79,0.0077999999999999,0.0343,56.0,1,5
0.0027999999999999,0.82,0.0038999999999999,0.0379,59.0,1,6
0.0029,0.86,0.0031,0.0381,52.0,1,7
0.003,0.92,0.0016,0.04,59.0,1,8
0.0031,0.88,0.0027999999999999,0.0378,59.0,1,9
0.0031,0.88,0.0037,0.0386,58.0,1,10
0.0032,0.91,0.0051,0.0387,59.0,1,11
0.0035,0.96,0.0075,0.0388,57.0,1,12
0.0036,0.92,0.0089,0.0394,53.0,1,13
0.0035,0.81,0.0159,0.0331,33.0,1,14
0.0033,0.74,0.0175,0.0318,31.0,1,15
0.0032,0.73,0.0148,0.0337,44.0,1,16
0.003,0.68,0.021,0.0252,25.0,1,17
0.0031,0.77,0.0129,0.0347,27.0,1,18
0.003,0.87,0.0074,0.0424,34.0,1,19
0.0032,1.12,0.0019,0.0517,40.0,1,20
0.0033,1.2,0.0024,0.0535,43.0,1,21
0.0029,0.86,0.0129,0.0395,32.0,1,22
0.0027,0.69,0.0239,0.0255,32.0,1,23
0.0027,0.7,0.0258,0.0227,27.0,1,0
0.0027,0.77,0.0245,0.0233,37.0,1,1
0.0027999999999999,0.82,0.0253,0.0222,51.0,1,2
0.003,0.85,0.0247,0.0208,53.0,1,3
0.003,0.81,0.0295,0.0126,62.0,1,4
0.003,0.88,0.0214,0.0194,64.0,1,5
0.003,1.01,0.0059,0.0366,60.0,1,6
0.0029,1.0,0.0043,0.0379,62.0,1,7
0.0032,1.07,0.0023,0.043,59.0,1,8
0.0034,1.01,0.0077,0.0368,63.0,1,9
0.0038,0.79,0.0208,0.0205,51.0,1,10
0.0036,0.61,0.0296,0.0122,22.0,1,11
0.0032,0.57,0.0297,0.0127,17.0,1,12
0.0032,0.62,0.028,0.0148999999999999,36.0,1,13
0.0027,0.3,0.032,0.0077999999999999,17.0,1,16
0.0027,0.33,0.0301,0.011,13.0,1,17
0.0026,0.3,0.0294,0.0113,12.0,1,18
0.0027,0.34,0.0241,0.016,11.0,1,19
0.0026,0.41,0.0145,0.0276,15.0,1,20
0.0026,0.39,0.0142,0.0271999999999999,4.0,1,21
0.0026,0.37,0.018,0.0222,9.0,1,22
0.0025,0.33,0.0242,0.0151,7.0,1,23
0.0026,0.33,0.0236,0.0155,5.0,1,0
0.0025,0.39,0.0212,0.0172,7.0,1,1
0.0026,0.4,0.0236,0.0125,6.0,1,2
0.0026,0.34,0.0295,0.0057,6.0,1,3
0.0026,0.37,0.0258,0.0097,8.0,1,4
0.0026,0.39,0.0212,0.0154,7.0,1,5
0.0026,0.37,0.0181,0.0201,6.0,1,6
0.0027,0.42,0.0088,0.0317,6.0,1,7
0.0026,0.42,0.011,0.0293,6.0,1,8
0.0027,0.47,0.0131,0.0282999999999999,5.0,1,9
0.0032,0.58,0.0092,0.0358,13.0,1,10
0.0034,0.51,0.0159,0.0266,11.0,1,11
0.0035,0.42,0.0244,0.0157,13.0,1,12
0.0035,0.43,0.0267,0.0134,9.0,1,13
0.0034,0.42,0.0253,0.0164,13.0,1,15
0.0032,0.4,0.0242,0.0183,12.0,1,16
0.0031,0.39,0.0201,0.023,13.0,1,17
0.003,0.52,0.0074,0.039,13.0,1,18
0.003,0.64,0.0023,0.0462,17.0,1,19
0.0038999999999999,1.1,0.0024,0.052,27.0,1,20
0.004,1.18,0.0023,0.0524,32.0,1,21
0.0038,1.16,0.0022,0.0536,27.0,1,22
0.0038,1.2,0.0022,0.0558999999999999,29.0,1,23
0.0037,1.18,0.0021,0.0558999999999999,23.0,1,0
0.0032,1.13,0.002,0.0525,28.0,1,1
0.0029,0.91,0.0019,0.0471,22.0,1,2
0.0029,1.0,0.0019,0.0483,26.0,1,3
0.0027999999999999,1.0,0.0018,0.0493,21.0,1,4
0.0027,0.88,0.0017,0.0451,18.0,1,5
0.0026,0.72,0.0018,0.0383,20.0,1,6
0.0026,0.7,0.0017,0.0369,20.0,1,7
0.0027,0.95,0.0017,0.0424,19.0,1,8
0.0026,0.71,0.0031,0.0365,22.0,1,9
0.0027,0.69,0.0035,0.0343,16.0,1,10
0.0026,0.79,0.0026,0.0381,22.0,1,11
0.0027999999999999,0.82,0.0023,0.0424,26.0,1,12
0.0026,0.85,0.0022,0.0424,19.0,1,13
0.0024,0.81,0.0025,0.0407,22.0,1,14
0.0021,0.67,0.0051,0.033,38.0,1,15
0.0021,0.73,0.0053,0.0341,33.0,1,16
0.0022,0.88,0.0027,0.0401,32.0,1,17
0.0021,0.77,0.0031,0.038,36.0,1,18
0.002,0.64,0.012,0.0267,25.0,1,19
0.0019,0.62,0.0203,0.0178,35.0,1,20
0.002,0.57,0.0266,0.0135,34.0,1,21
0.0022,0.57,0.0322,0.0127,28.0,1,22
0.0023,0.57,0.0325,0.0123,27.0,1,23
0.0023,0.5,0.0304,0.0117,24.0,1,0
0.0022,0.42,0.0306,0.0082,15.0,1,1
0.0023,0.39,0.0304,0.0068,18.0,1,2
0.0023,0.39,0.0271999999999999,0.0087,18.0,1,3
0.0023,0.4,0.0258,0.01,8.0,1,4
0.0024,0.4,0.0251,0.0102,14.0,1,5
0.0027,0.42,0.0178,0.0183,12.0,1,6
0.0026,0.46,0.0092,0.0285,8.0,1,7
0.0025,0.52,0.0087,0.0282999999999999,9.0,1,8
0.0026,0.57,0.0083,0.0312,12.0,1,9
0.0027999999999999,0.46,0.0162,0.0217,8.0,1,10
0.0027,0.39,0.0243,0.0126,6.0,1,11
0.0026,0.34,0.0291,0.0074,5.0,1,12
0.0026,0.35,0.0294,0.0086,6.0,1,13
0.0026,0.34,0.0313,0.0082,6.0,1,14
0.0025,0.32,0.032,0.0086,7.0,1,15
0.0027,0.31,0.0301999999999999,0.0106,9.0,1,16
0.0026,0.33,0.0266,0.0145,11.0,1,17
0.0025,0.33,0.0243,0.0169,12.0,1,18
0.0024,0.36,0.0216,0.0204,9.0,1,19
0.0024,0.39,0.0217,0.0207,8.0,1,20
0.0024,0.37,0.0245,0.017,7.0,1,21
0.0024,0.39,0.0231,0.018,6.0,1,22
0.0025,0.42,0.0271,0.0126,10.0,1,23
0.0025,0.42,0.0264,0.0133,9.0,1,0
0.0025,0.42,0.0256,0.0143,8.0,1,1
0.0024,0.43,0.024,0.0148999999999999,11.0,1,2
0.0024,0.43,0.0254,0.0131,10.0,1,3
0.0025,0.42,0.0255,0.0128,8.0,1,4
0.0025,0.45,0.0206,0.0176,14.0,1,5
0.0025,0.51,0.0117,0.0275,12.0,1,6
0.0026,0.52,0.0112,0.0285,13.0,1,7
0.0027,0.56,0.0083,0.0321,15.0,1,8
0.0027999999999999,0.75,0.0037,0.0406,14.0,1,9
0.0032,0.68,0.008,0.0355,21.0,1,10
0.0034,0.65,0.0107,0.033,21.0,1,11
0.0034,0.48,0.021,0.021,14.0,1,12
0.0033,0.47,0.0222,0.0216,19.0,1,13
0.0031,0.48,0.0236,0.0227,28.0,1,14
0.003,0.49,0.0205,0.0269,9.0,1,15
0.003,0.53,0.0163,0.0333,18.0,1,16
0.0029,0.57,0.009,0.0417,21.0,1,17
0.0029,0.6,0.0034,0.0474,19.0,1,18
0.003,0.77,0.002,0.0522,26.0,1,19
0.0032,0.94,0.0021,0.0562,26.0,1,20
0.0032,1.06,0.0021,0.0582,29.0,1,21
0.003,1.11,0.0021,0.0581,27.0,1,22
0.0032,1.14,0.002,0.0593999999999999,31.0,1,23
0.0029,1.09,0.0019,0.0558,23.0,1,0
0.0026,0.74,0.0018,0.0457,21.0,1,1
0.0027,0.92,0.0017,0.0489,24.0,1,2
0.0027999999999999,0.88,0.0017,0.0476,25.0,1,3
0.0026,0.6,0.0024,0.0391,20.0,1,4
0.0029,0.66,0.0021,0.0417,20.0,1,5
0.003,0.94,0.0018,0.0481,27.0,1,6
0.0031,0.95,0.0017,0.0471,23.0,1,7
0.0027999999999999,0.69,0.0017,0.0407,25.0,1,8
0.0032,0.98,0.0023,0.0472,26.0,1,9
0.003,0.83,0.0037,0.0417,23.0,1,10
0.0029,0.7,0.0038,0.0394,27.0,1,11
0.0029,0.76,0.0037,0.0431,39.0,1,12
0.0027,0.83,0.0033,0.044,37.0,1,13
0.0025,0.76,0.0032,0.0417,27.0,1,14
0.0025,0.78,0.0034,0.0419,25.0,1,15
0.0025,0.77,0.0038999999999999,0.0417,23.0,1,16
0.0024,0.66,0.0049,0.0405,27.0,1,17
0.0023,0.73,0.0021,0.0442,32.0,1,18
0.0024,0.83,0.0016,0.0463,31.0,1,19
0.0026,0.95,0.0016,0.0482,27.0,1,20
0.0026,1.06,0.0016,0.0502,37.0,1,21
0.0025,0.95,0.0014999999999999,0.0472,39.0,1,22
0.0024,0.9,0.0014999999999999,0.045,31.0,1,23
0.0024,0.8,0.0014,0.0415,33.0,1,0
0.0022,0.69,0.0014,0.0382,31.0,1,1
0.0021,0.64,0.0022,0.0335,29.0,1,2
0.0021,0.56,0.0052,0.0267,26.0,1,3
0.002,0.58,0.0047,0.0279,29.0,1,4
0.0021,0.59,0.0041,0.0296,23.0,1,5
0.002,0.57,0.0047,0.0293,24.0,1,6
0.0022,0.64,0.0022,0.0333,28.0,1,7
0.0022,0.6,0.0032,0.0331,20.0,1,8
0.0022,0.64,0.004,0.0324,19.0,1,9
0.0023,0.65,0.0074,0.0303,31.0,1,10
0.0025,0.61,0.0137,0.0255,34.0,1,11
0.0025,0.53,0.0199,0.0212,20.0,1,12
0.0024,0.49,0.0242,0.0177,21.0,1,13
0.0024,0.48,0.0243,0.0184,22.0,1,14
0.0024,0.45,0.0238,0.0198,17.0,1,15
0.0024,0.39,0.0245,0.0189,17.0,1,16
0.0023,0.34,0.0253,0.0193,7.0,1,17
0.002,0.39,0.0205,0.0247,4.0,1,18
0.002,0.44,0.0222,0.0212,6.0,1,19
0.0018,0.47,0.0259,0.0175,12.0,1,20
0.0018,0.51,0.0246,0.0193,21.0,1,21
0.0018,0.51,0.0249,0.0185,18.0,1,22
0.0018,0.63,0.0124,0.0313,19.0,1,23
0.0018,0.61,0.0162,0.0266,21.0,1,0
0.0017,0.53,0.0226,0.0193,17.0,1,1
0.0018,0.5,0.0259,0.0157,17.0,1,2
0.0017,0.5,0.0261,0.0154,23.0,1,3
0.0017,0.48,0.0269,0.0143,17.0,1,4
0.0017,0.46,0.0282999999999999,0.0135,17.0,1,5
0.0018,0.4,0.0278,0.0144,9.0,1,6
0.0018,0.41,0.0206,0.0231,11.0,1,7
0.0018,0.43,0.0186,0.0248,8.0,1,8
0.0018,0.53,0.015,0.0298,4.0,1,9
0.0019,0.46,0.0198,0.0239,7.0,1,10
0.0019,0.4,0.0271,0.0156,8.0,1,11
0.0019,0.37,0.0321,0.01,5.0,1,12
0.0026,0.35,0.0342,0.0096,6.0,1,15
0.0024,0.34,0.0334,0.0096,6.0,1,16
0.0024,0.34,0.0313,0.0109,4.0,1,17
0.0025,0.36,0.029,0.0123,4.0,1,18
0.0024,0.41,0.0249,0.0158,4.0,1,19
0.0023,0.4,0.025,0.0151,6.0,1,20
0.0024,0.39,0.0281999999999999,0.012,4.0,1,21
0.0023,0.37,0.0308,0.0085,4.0,1,22
0.0023,0.36,0.0321,0.0073,4.0,1,23
0.0023,0.34,0.0341,0.0049,3.0,1,0
0.0023,0.33,0.0349,0.0037,4.0,1,1
0.0024,0.33,0.036,0.0025,2.0,1,2
0.0024,0.33,0.0361,0.0023,1.0,1,3
0.0024,0.32,0.0364,0.0023,1.0,1,4
0.0025,0.32,0.0346,0.004,1.0,1,5
0.0025,0.32,0.0309,0.0085,1.0,1,6
0.0025,0.32,0.0291999999999999,0.0105,2.0,1,7
0.0025,0.31,0.0297,0.0101,1.0,1,8
0.0026,0.34,0.0267,0.0129,1.0,1,9
0.0026,0.35,0.0252,0.0148,1.0,1,10
0.0027,0.34,0.0249,0.0152,1.0,1,11
0.0026,0.34,0.0263,0.0131,1.0,1,12
0.0026,0.33,0.0297,0.0092,1.0,1,13
0.0025,0.32,0.0301,0.009,1.0,1,14
0.0026,0.31,0.0303,0.0084,1.0,1,15
0.0026,0.32,0.0285,0.0101,1.0,1,16
0.0025,0.34,0.029,0.0092,1.0,1,17
0.0025,0.35,0.0296,0.0076,2.0,1,18
0.0024,0.37,0.0275,0.01,2.0,1,19
0.0025,0.36,0.0291999999999999,0.0084,4.0,1,20
0.0023,0.35,0.0311,0.0063,2.0,1,21
0.0023,0.34,0.0307,0.007,1.0,1,22
0.0023,0.31,0.0331,0.0045,1.0,1,23
0.0024,0.36,0.0289,0.0083,1.0,1,0
0.0024,0.37,0.0276999999999999,0.0083,1.0,1,1
0.0023,0.35,0.03,0.0052,3.0,1,2
0.0024,0.34,0.031,0.0038999999999999,3.0,1,3
0.0024,0.33,0.0326,0.002,1.0,1,4
0.0023,0.33,0.0316,0.0029,1.0,1,5
0.0026,0.33,0.0304,0.0043,1.0,1,6
0.0025,0.35,0.0279,0.0075,2.0,1,7
0.0025,0.38,0.0255,0.0099,1.0,1,8
0.0026,0.4,0.0241,0.0112,4.0,1,9
0.0025,0.43,0.0229,0.0132,7.0,1,10
0.0024,0.42,0.0231,0.0131,6.0,1,11
0.0024,0.39,0.0252,0.0107,3.0,1,12
0.0024,0.37,0.0286,0.008,1.0,1,13
0.0024,0.4,0.0262,0.0101,1.0,1,14
0.0024,0.4,0.0221,0.0123,3.0,1,15
0.0023,0.42,0.0213,0.0121,7.0,1,16
0.0023,0.38,0.0227,0.011,6.0,1,17
0.0023,0.39,0.0265,0.0077,9.0,1,18
0.0025,0.43,0.0261,0.0084,11.0,1,19
0.0025,0.49,0.0245,0.0106,13.0,1,20
0.0026,0.62,0.0214,0.0095,29.0,1,21
0.0025,0.63,0.0219,0.0096,42.0,1,22
0.0026,0.58,0.0253,0.0071,38.0,1,23
0.0026,0.55,0.0275,0.0062,33.0,1,0
0.0026,0.51,0.0311,0.004,31.0,1,1
0.0026,0.45,0.0338,0.0025,23.0,1,2
0.0025,0.43,0.0327,0.0021,19.0,1,3
0.0027,0.44,0.0303,0.0027,20.0,1,4
0.0025,0.43,0.0285,0.004,25.0,1,5
0.0027,0.45,0.0262,0.0059,22.0,1,6
0.0027999999999999,0.47,0.0256,0.0066,21.0,1,7
0.0027999999999999,0.49,0.0221,0.0106,20.0,1,8
0.0027999999999999,0.51,0.0208,0.0114,22.0,1,9
0.0027999999999999,0.49,0.0225,0.0101,19.0,1,10
0.0027,0.49,0.0265,0.0063,19.0,1,11
